Trinity_ID	178	359	463	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN12521_c0_g1_i1	0	1	0	1	sp	Q9FNU2	AB25B_ORYSJ	38.3	627	359	8	429	2297	25	627	4.6e-104	380.6	AB25B_ORYSJ	reviewed	ABC transporter B family member 25 (ABC transporter ABCB.25) (OsABCB25) (Protein ALS1 homolog) (Protein ALUMINUM SENSITIVE 1) (OsALS1)	ABCB25 ALS1 Os03g0755100 LOC_Os03g54790 OSJNBb0081K01.19	Oryza sativa subsp. japonica (Rice)	641	aluminum ion transmembrane transport [GO:1902602]; cellular aluminum ion homeostasis [GO:0010217]; response to aluminum ion [GO:0010044]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plant-type vacuole membrane [GO:0009705]	integral component of membrane [GO:0016021]; plant-type vacuole membrane [GO:0009705]; aluminum ion transmembrane transporter activity [GO:0015083]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; aluminum ion transmembrane transport [GO:1902602]; cellular aluminum ion homeostasis [GO:0010217]; response to aluminum ion [GO:0010044]; transmembrane transport [GO:0055085]	aluminum ion transmembrane transporter activity [GO:0015083]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0009705; GO:0010044; GO:0010217; GO:0015083; GO:0016021; GO:0016887; GO:0042626; GO:0055085; GO:1902602
TRINITY_DN19460_c0_g1_i1	6	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13927_c0_g1_i1	10	3	0	2	sp	Q148L7	PDRG1_BOVIN	31.5	92	63	0	94	369	13	104	3.6e-05	50.1	PDRG1_BOVIN	reviewed	p53 and DNA damage-regulated protein 1	PDRG1	Bos taurus (Bovine)	133	protein folding [GO:0006457]	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	unfolded protein binding [GO:0051082]	GO:0005737; GO:0006457; GO:0016272; GO:0051082
TRINITY_DN4589_c0_g2_i1	30	4	0	2	sp	Q9H9B1	EHMT1_HUMAN	30	210	108	6	617	1237	776	949	7.4e-11	70.5	EHMT1_HUMAN	reviewed	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	Homo sapiens (Human)	1298	chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; histone methylation [GO:0016571]; negative regulation of G0 to G1 transition [GO:0070317]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of embryonic development [GO:0045995]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]	chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; C2H2 zinc finger domain binding [GO:0070742]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; histone-lysine N-methyltransferase activity [GO:0018024]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; histone methylation [GO:0016571]; negative regulation of G0 to G1 transition [GO:0070317]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of embryonic development [GO:0045995]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]	C2H2 zinc finger domain binding [GO:0070742]; histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]	GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005694; GO:0006306; GO:0006325; GO:0008168; GO:0008270; GO:0016279; GO:0016571; GO:0016604; GO:0018024; GO:0018026; GO:0018027; GO:0045892; GO:0045995; GO:0046974; GO:0046976; GO:0060992; GO:0070317; GO:0070742; GO:0120162; GO:1901796
TRINITY_DN9282_c1_g1_i8	0	48	0	1	sp	Q9GRX4	NONA_DROLR	48.5	262	134	1	539	1321	252	513	4e-67	258.1	NONA_DROLR	reviewed	Protein no-on-transient A	nonA	Drosophila littoralis (Fruit fly)	698	response to stimulus [GO:0050896]; visual perception [GO:0007601]		RNA binding [GO:0003723]; response to stimulus [GO:0050896]; visual perception [GO:0007601]	RNA binding [GO:0003723]	GO:0003723; GO:0007601; GO:0050896
TRINITY_DN2934_c0_g1_i12	103	129	39	1	sp	Q9ET30	TM9S3_MOUSE	75.7	564	137	0	142	1833	24	587	2.7e-239	829.7	TM9S3_MOUSE	reviewed	Transmembrane 9 superfamily member 3	Tm9sf3 Smbp	Mus musculus (Mouse)	587	protein localization to membrane [GO:0072657]	integral component of membrane [GO:0016021]; membrane [GO:0016020]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; protein localization to membrane [GO:0072657]		GO:0016020; GO:0016021; GO:0072657
TRINITY_DN4772_c0_g2_i2	0	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN325_c1_g1_i15	170	294	0	1	sp	Q94572	TBA3_HOMAM	94.7	451	22	1	464	1810	1	451	5.3e-257	888.3	TBA3_HOMAM	reviewed	Tubulin alpha-3 chain (Alpha-III tubulin)		Homarus americanus (American lobster)	451	microtubule-based process [GO:0007017]	cytoplasm [GO:0005737]; microtubule [GO:0005874]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
TRINITY_DN1816_c0_g1_i10	0	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN15580_c0_g1_i1	1	26	0	1	sp	Q2T9W2	THUM3_BOVIN	37.1	464	263	6	138	1463	40	496	1.5e-75	286.6	THUM3_BOVIN	reviewed	THUMP domain-containing protein 3	THUMPD3	Bos taurus (Bovine)	506	tRNA methylation [GO:0030488]		RNA binding [GO:0003723]; tRNA (guanine) methyltransferase activity [GO:0016423]; tRNA methylation [GO:0030488]	RNA binding [GO:0003723]; tRNA (guanine) methyltransferase activity [GO:0016423]	GO:0003723; GO:0016423; GO:0030488
TRINITY_DN1070_c0_g1_i2	10	3	0	2	sp	O19110	TSPY1_BOVIN	27.2	213	139	9	60	677	107	310	7.2e-06	53.1	TSPY1_BOVIN	reviewed	Testis-specific Y-encoded protein 1 (bTSPY)	TSPY1 TSPY	Bos taurus (Bovine)	317	cell differentiation [GO:0030154]; gonadal mesoderm development [GO:0007506]; nucleosome assembly [GO:0006334]; spermatogenesis [GO:0007283]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone binding [GO:0042393]; cell differentiation [GO:0030154]; gonadal mesoderm development [GO:0007506]; nucleosome assembly [GO:0006334]; spermatogenesis [GO:0007283]	chromatin binding [GO:0003682]; histone binding [GO:0042393]	GO:0003682; GO:0005634; GO:0005737; GO:0006334; GO:0007283; GO:0007506; GO:0030154; GO:0042393
TRINITY_DN14263_c0_g1_i6	5	0	1	2	sp	Q5QNI2	NCL1_ORYSJ	27.2	562	328	15	171	1823	88	579	9e-40	167.2	NCL1_ORYSJ	reviewed	Sodium/calcium exchanger NCL1 (Na(+)/Ca(2+)-exchange protein NCL1) (OsEFCAX1) (Protein NCX-like 1) (OsNCL1)	NCL1 Os01g0212400 LOC_Os01g11414 OsJ_00857 P0031E09.40	Oryza sativa subsp. japonica (Rice)	584	calcium ion transmembrane transport [GO:0070588]; cellular calcium ion homeostasis [GO:0006874]; cellular response to salt stress [GO:0071472]	integral component of membrane [GO:0016021]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]	integral component of membrane [GO:0016021]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; calcium ion binding [GO:0005509]; calcium:proton antiporter activity [GO:0015369]; calcium:sodium antiporter activity [GO:0005432]; calcium ion transmembrane transport [GO:0070588]; cellular calcium ion homeostasis [GO:0006874]; cellular response to salt stress [GO:0071472]	calcium:proton antiporter activity [GO:0015369]; calcium:sodium antiporter activity [GO:0005432]; calcium ion binding [GO:0005509]	GO:0000325; GO:0005432; GO:0005509; GO:0005774; GO:0005886; GO:0006874; GO:0009506; GO:0015369; GO:0016021; GO:0070588; GO:0071472
TRINITY_DN6770_c0_g1_i17	2	4	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8884_c0_g1_i1	12	0	1	2	sp	F4IMH3	NOC4_ARATH	25.1	514	292	19	294	1604	57	554	7.2e-21	104	NOC4_ARATH	reviewed	Protein NUCLEOLAR COMPLEX ASSOCIATED 4 (AtNoc4) (Protein EMBRYO DEFECTIVE 2762)	NOC4 EMB2762 At2g17250 T23A1.11	Arabidopsis thaliana (Mouse-ear cress)	577	embryo development ending in seed dormancy [GO:0009793]; rRNA processing [GO:0006364]	integral component of membrane [GO:0016021]; Noc4p-Nop14p complex [GO:0030692]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]	integral component of membrane [GO:0016021]; Noc4p-Nop14p complex [GO:0030692]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; embryo development ending in seed dormancy [GO:0009793]; rRNA processing [GO:0006364]		GO:0005654; GO:0005730; GO:0006364; GO:0009793; GO:0016021; GO:0030692; GO:0031965; GO:0032040
TRINITY_DN13466_c0_g1_i1	4	22	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8208_c0_g1_i1	0	7	0	1	sp	Q08379	GOGA2_HUMAN	33.4	809	476	13	765	3044	122	916	1.1e-26	124	GOGA2_HUMAN	reviewed	Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95)	GOLGA2	Homo sapiens (Human)	1002	asymmetric cell division [GO:0008356]; centrosome cycle [GO:0007098]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi disassembly [GO:0090166]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; microtubule nucleation [GO:0007020]; mitotic spindle assembly [GO:0090307]; negative regulation of autophagy [GO:0010507]; negative regulation of protein binding [GO:0032091]; positive regulation of protein glycosylation [GO:0060050]; positive regulation of ubiquitin protein ligase activity [GO:1904668]; protein glycosylation [GO:0006486]; protein homotetramerization [GO:0051289]; protein transport [GO:0015031]; spindle assembly [GO:0051225]; spindle assembly involved in meiosis [GO:0090306]	cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]	cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; importin-alpha family protein binding [GO:0061676]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]; syntaxin binding [GO:0019905]; asymmetric cell division [GO:0008356]; centrosome cycle [GO:0007098]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi disassembly [GO:0090166]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; microtubule nucleation [GO:0007020]; mitotic spindle assembly [GO:0090307]; negative regulation of autophagy [GO:0010507]; negative regulation of protein binding [GO:0032091]; positive regulation of protein glycosylation [GO:0060050]; positive regulation of ubiquitin protein ligase activity [GO:1904668]; protein glycosylation [GO:0006486]; protein homotetramerization [GO:0051289]; protein transport [GO:0015031]; spindle assembly [GO:0051225]; spindle assembly involved in meiosis [GO:0090306]	cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; importin-alpha family protein binding [GO:0061676]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]; syntaxin binding [GO:0019905]	GO:0000137; GO:0000139; GO:0000922; GO:0005794; GO:0005801; GO:0005874; GO:0006486; GO:0006888; GO:0007020; GO:0007030; GO:0007098; GO:0008017; GO:0008356; GO:0010507; GO:0015031; GO:0019901; GO:0019905; GO:0030134; GO:0032091; GO:0032580; GO:0033116; GO:0042802; GO:0045296; GO:0048208; GO:0051225; GO:0051289; GO:0060050; GO:0061676; GO:0072686; GO:0090161; GO:0090166; GO:0090306; GO:0090307; GO:1904668
TRINITY_DN12_c0_g1_i17	0	32	0	1	sp	Q00537	CDK17_HUMAN	63.4	524	157	9	1215	2684	1	523	5.5e-175	616.7	CDK17_HUMAN	reviewed	Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2)	CDK17 PCTAIRE2 PCTK2	Homo sapiens (Human)	523	protein phosphorylation [GO:0006468]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein phosphorylation [GO:0006468]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	GO:0000083; GO:0004672; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006468
TRINITY_DN70_c0_g1_i20	0	0	139	3	sp	P06800	PTPRC_MOUSE	28.2	607	376	17	1422	3080	620	1220	2e-59	233.4	PTPRC_MOUSE	reviewed	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (Lymphocyte antigen 5) (Ly-5) (T200) (CD antigen CD45)	Ptprc Ly-5	Mus musculus (Mouse)	1293	activation of MAPK activity [GO:0000187]; B cell differentiation [GO:0030183]; B cell proliferation [GO:0042100]; B cell receptor signaling pathway [GO:0050853]; bone marrow development [GO:0048539]; calcium-mediated signaling using intracellular calcium source [GO:0035584]; cell cycle phase transition [GO:0044770]; cellular response to extracellular stimulus [GO:0031668]; defense response to virus [GO:0051607]; dephosphorylation [GO:0016311]; hematopoietic progenitor cell differentiation [GO:0002244]; heterotypic cell-cell adhesion [GO:0034113]; immunoglobulin biosynthetic process [GO:0002378]; leukocyte cell-cell adhesion [GO:0007159]; natural killer cell differentiation [GO:0001779]; negative regulation of cell adhesion involved in substrate-bound cell migration [GO:0006933]; negative regulation of cytokine-mediated signaling pathway [GO:0001960]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of interleukin-2 biosynthetic process [GO:0045085]; negative regulation of peptidyl-tyrosine phosphorylation [GO:0050732]; negative regulation of protein autophosphorylation [GO:0031953]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of T cell mediated cytotoxicity [GO:0001915]; negative thymic T cell selection [GO:0045060]; plasma membrane raft distribution [GO:0044855]; positive regulation of alpha-beta T cell proliferation [GO:0046641]; positive regulation of antigen receptor-mediated signaling pathway [GO:0050857]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis [GO:1905451]; positive regulation of gamma-delta T cell differentiation [GO:0045588]; positive regulation of hematopoietic stem cell migration [GO:2000473]; positive regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002925]; positive regulation of interleukin-2 biosynthetic process [GO:0045086]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein tyrosine phosphatase activity [GO:1903615]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; positive regulation of T cell mediated immunity [GO:0002711]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tumor necrosis factor production [GO:0032760]; positive thymic T cell selection [GO:0045059]; protein dephosphorylation [GO:0006470]; regulation of cell cycle [GO:0051726]; regulation of extrinsic apoptotic signaling pathway [GO:2001236]; regulation of gene expression [GO:0010468]; regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002923]; regulation of interleukin-8 production [GO:0032677]; regulation of phagocytosis [GO:0050764]; regulation of protein tyrosine kinase activity [GO:0061097]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]; release of sequestered calcium ion into cytosol [GO:0051209]; response to gamma radiation [GO:0010332]; stem cell development [GO:0048864]; T cell differentiation [GO:0030217]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]	bleb [GO:0032059]; cell periphery [GO:0071944]; cell surface [GO:0009986]; cytoplasmic side of plasma membrane [GO:0009898]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane microdomain [GO:0098857]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	bleb [GO:0032059]; cell periphery [GO:0071944]; cell surface [GO:0009986]; cytoplasmic side of plasma membrane [GO:0009898]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane microdomain [GO:0098857]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; ankyrin binding [GO:0030506]; heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; signaling receptor binding [GO:0005102]; spectrin binding [GO:0030507]; activation of MAPK activity [GO:0000187]; B cell differentiation [GO:0030183]; B cell proliferation [GO:0042100]; B cell receptor signaling pathway [GO:0050853]; bone marrow development [GO:0048539]; calcium-mediated signaling using intracellular calcium source [GO:0035584]; cell cycle phase transition [GO:0044770]; cellular response to extracellular stimulus [GO:0031668]; defense response to virus [GO:0051607]; dephosphorylation [GO:0016311]; hematopoietic progenitor cell differentiation [GO:0002244]; heterotypic cell-cell adhesion [GO:0034113]; immunoglobulin biosynthetic process [GO:0002378]; leukocyte cell-cell adhesion [GO:0007159]; natural killer cell differentiation [GO:0001779]; negative regulation of cell adhesion involved in substrate-bound cell migration [GO:0006933]; negative regulation of cytokine-mediated signaling pathway [GO:0001960]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of interleukin-2 biosynthetic process [GO:0045085]; negative regulation of peptidyl-tyrosine phosphorylation [GO:0050732]; negative regulation of protein autophosphorylation [GO:0031953]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of T cell mediated cytotoxicity [GO:0001915]; negative thymic T cell selection [GO:0045060]; plasma membrane raft distribution [GO:0044855]; positive regulation of alpha-beta T cell proliferation [GO:0046641]; positive regulation of antigen receptor-mediated signaling pathway [GO:0050857]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis [GO:1905451]; positive regulation of gamma-delta T cell differentiation [GO:0045588]; positive regulation of hematopoietic stem cell migration [GO:2000473]; positive regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002925]; positive regulation of interleukin-2 biosynthetic process [GO:0045086]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein tyrosine phosphatase activity [GO:1903615]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; positive regulation of T cell mediated immunity [GO:0002711]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tumor necrosis factor production [GO:0032760]; positive thymic T cell selection [GO:0045059]; protein dephosphorylation [GO:0006470]; regulation of cell cycle [GO:0051726]; regulation of extrinsic apoptotic signaling pathway [GO:2001236]; regulation of gene expression [GO:0010468]; regulation of humoral immune response mediated by circulating immunoglobulin [GO:0002923]; regulation of interleukin-8 production [GO:0032677]; regulation of phagocytosis [GO:0050764]; regulation of protein tyrosine kinase activity [GO:0061097]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]; release of sequestered calcium ion into cytosol [GO:0051209]; response to gamma radiation [GO:0010332]; stem cell development [GO:0048864]; T cell differentiation [GO:0030217]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]	ankyrin binding [GO:0030506]; heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; signaling receptor binding [GO:0005102]; spectrin binding [GO:0030507]	GO:0000187; GO:0001779; GO:0001915; GO:0001916; GO:0001960; GO:0002244; GO:0002378; GO:0002711; GO:0002923; GO:0002925; GO:0004725; GO:0005102; GO:0005886; GO:0005887; GO:0005925; GO:0006469; GO:0006470; GO:0006933; GO:0007159; GO:0008201; GO:0009897; GO:0009898; GO:0009986; GO:0010332; GO:0010468; GO:0016021; GO:0016311; GO:0019901; GO:0030183; GO:0030217; GO:0030506; GO:0030507; GO:0030890; GO:0031668; GO:0031953; GO:0032059; GO:0032677; GO:0032760; GO:0034113; GO:0035584; GO:0042098; GO:0042100; GO:0042102; GO:0043395; GO:0043410; GO:0044770; GO:0044855; GO:0045059; GO:0045060; GO:0045085; GO:0045086; GO:0045121; GO:0045582; GO:0045588; GO:0046425; GO:0046641; GO:0048304; GO:0048539; GO:0048864; GO:0050731; GO:0050732; GO:0050764; GO:0050852; GO:0050853; GO:0050857; GO:0051209; GO:0051607; GO:0051726; GO:0061097; GO:0061099; GO:0070373; GO:0070374; GO:0071944; GO:0098857; GO:1903615; GO:1905451; GO:2000473; GO:2000648; GO:2001236; GO:2001238
