Trinity_ID	380822	380823	380824	380825	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Gene.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN281_c1_g1_i8	0	0	91	64	1	sp	Q7SXW3	LRC40_DANRE	45.2	600	317	5	436	2223	8	599	1.4e-132	476.1	LRC40_DANRE	reviewed	Leucine-rich repeat-containing protein 40	lrrc40 zgc:63729	Danio rerio (Zebrafish) (Brachydanio rerio)	601					
TRINITY_DN769_c4_g1_i8	896	393	233	112	2	sp	Q3UUY6	PROM2_MOUSE	22.3	754	512	21	432	2597	97	808	5.2e-32	142.5	PROM2_MOUSE	reviewed	Prominin-2 (PROM-2) (Prominin-like protein 2) (mPROML2)	Prom2 Proml2	Mus musculus (Mouse)	835	negative regulation of caveolin-mediated endocytosis [GO:2001287]; negative regulation of pinocytosis [GO:0048550]; positive regulation of cell projection organization [GO:0031346]; positive regulation of protein phosphorylation [GO:0001934]; regulation of GTPase activity [GO:0043087]	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasmic vesicle [GO:0031410]; integral component of plasma membrane [GO:0005887]; microspike [GO:0044393]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]; prominosome [GO:0071914]	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasmic vesicle [GO:0031410]; integral component of plasma membrane [GO:0005887]; microspike [GO:0044393]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]; prominosome [GO:0071914]; cholesterol binding [GO:0015485]; negative regulation of caveolin-mediated endocytosis [GO:2001287]; negative regulation of pinocytosis [GO:0048550]; positive regulation of cell projection organization [GO:0031346]; positive regulation of protein phosphorylation [GO:0001934]; regulation of GTPase activity [GO:0043087]	cholesterol binding [GO:0015485]	GO:0001934; GO:0005886; GO:0005887; GO:0005902; GO:0005929; GO:0009986; GO:0015485; GO:0016323; GO:0016324; GO:0031346; GO:0031410; GO:0031528; GO:0042995; GO:0043087; GO:0044393; GO:0048550; GO:0060170; GO:0071914; GO:2001287
TRINITY_DN428_c0_g1_i6	371	761	2054	2161	1	sp	Q9P2E3	ZNFX1_HUMAN	32.2	2019	1092	42	913	6855	131	1911	7.1e-206	720.3	ZNFX1_HUMAN	reviewed	NFX1-type zinc finger-containing protein 1	ZNFX1 KIAA1404	Homo sapiens (Human)	1918	heterochromatin assembly by small RNA [GO:0031048]; pericentric heterochromatin assembly [GO:0031508]	nuclear chromatin [GO:0000790]; nuclear RNA-directed RNA polymerase complex [GO:0031380]; nucleus [GO:0005634]	nuclear chromatin [GO:0000790]; nuclear RNA-directed RNA polymerase complex [GO:0031380]; nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; heterochromatin assembly by small RNA [GO:0031048]; pericentric heterochromatin assembly [GO:0031508]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	GO:0000790; GO:0000981; GO:0003723; GO:0005634; GO:0008270; GO:0031048; GO:0031380; GO:0031508
TRINITY_DN19145_c0_g1_i3	0	0	91	80	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2167_c1_g1_i8	154	67	0	0	2	sp	Q96PM5	ZN363_HUMAN	47.3	55	29	0	2093	1929	29	83	9.2e-11	70.5	ZN363_HUMAN	reviewed	RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING finger protein 199) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363) (p53-induced RING-H2 protein) (hPirh2)	RCHY1 ARNIP CHIMP PIRH2 RNF199 ZNF363	Homo sapiens (Human)	261	error-free translesion synthesis [GO:0070987]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]; p53 binding [GO:0002039]; protein homodimerization activity [GO:0042803]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; error-free translesion synthesis [GO:0070987]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	p53 binding [GO:0002039]; protein homodimerization activity [GO:0042803]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	GO:0000151; GO:0002039; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0016607; GO:0031398; GO:0032436; GO:0042803; GO:0043231; GO:0051865; GO:0061630; GO:0070987
TRINITY_DN6714_c0_g1_i3	84	166	0	0	4	sp	A6QL88	SAC1_BOVIN	49.7	585	282	6	87	1829	7	583	1.4e-163	579.3	SAC1_BOVIN	reviewed	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	SACM1L SAC1	Bos taurus (Bovine)	587	phosphatidylinositol dephosphorylation [GO:0046856]	AMPA glutamate receptor complex [GO:0032281]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]	AMPA glutamate receptor complex [GO:0032281]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; phosphatase activity [GO:0016791]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphatidylinositol-4-phosphate phosphatase activity [GO:0043812]; phosphatidylinositol dephosphorylation [GO:0046856]	phosphatase activity [GO:0016791]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphatidylinositol-4-phosphate phosphatase activity [GO:0043812]	GO:0000139; GO:0004438; GO:0005783; GO:0005789; GO:0005794; GO:0016791; GO:0032281; GO:0043812; GO:0046856; GO:0140268
TRINITY_DN2216_c0_g1_i4	405	594	0	199	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN213_c0_g1_i2	91	3	436	302	1	sp	P41900	T2FB_DROME	53.3	259	112	3	148	897	13	271	9.2e-73	276.9	T2FB_DROME	reviewed	General transcription factor IIF subunit 2 (EC 3.6.4.12) (ATP-dependent helicase TfIIF-beta) (Transcription initiation factor IIF subunit beta) (TFIIF-beta)	TfIIFbeta TFIIF30 CG6538	Drosophila melanogaster (Fruit fly)	277	positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]	nucleus [GO:0005634]; transcription factor TFIIF complex [GO:0005674]	nucleus [GO:0005634]; transcription factor TFIIF complex [GO:0005674]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; TFIIF-class transcription factor complex binding [GO:0001096]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; TFIIF-class transcription factor complex binding [GO:0001096]	GO:0001096; GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0005674; GO:0006366; GO:0006367; GO:0006368; GO:0032968; GO:0060261
TRINITY_DN34520_c0_g1_i5	0	0	92	163	3	sp	Q8VHG2	AMOT_MOUSE	38.3	376	214	6	1310	2416	411	775	8.5e-50	202.2	AMOT_MOUSE	reviewed	Angiomotin	Amot Kiaa1071	Mus musculus (Mouse)	1126	actin cytoskeleton organization [GO:0030036]; angiogenesis [GO:0001525]; blood vessel endothelial cell migration [GO:0043534]; blood vessel morphogenesis [GO:0048514]; cell migration involved in gastrulation [GO:0042074]; cellular protein localization [GO:0034613]; chemotaxis [GO:0006935]; establishment of cell polarity involved in ameboidal cell migration [GO:0003365]; gastrulation with mouth forming second [GO:0001702]; hippo signaling [GO:0035329]; in utero embryonic development [GO:0001701]; negative regulation of angiogenesis [GO:0016525]; negative regulation of GTPase activity [GO:0034260]; negative regulation of vascular permeability [GO:0043116]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of embryonic development [GO:0040019]; regulation of cell migration [GO:0030334]; regulation of small GTPase mediated signal transduction [GO:0051056]; vasculogenesis [GO:0001570]	actin filament [GO:0005884]; bicellular tight junction [GO:0005923]; cell junction [GO:0030054]; cell surface [GO:0009986]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; endocytic vesicle [GO:0030139]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; stress fiber [GO:0001725]	actin filament [GO:0005884]; bicellular tight junction [GO:0005923]; cell junction [GO:0030054]; cell surface [GO:0009986]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; endocytic vesicle [GO:0030139]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; stress fiber [GO:0001725]; angiostatin binding [GO:0043532]; signaling receptor activity [GO:0038023]; actin cytoskeleton organization [GO:0030036]; angiogenesis [GO:0001525]; blood vessel endothelial cell migration [GO:0043534]; blood vessel morphogenesis [GO:0048514]; cell migration involved in gastrulation [GO:0042074]; cellular protein localization [GO:0034613]; chemotaxis [GO:0006935]; establishment of cell polarity involved in ameboidal cell migration [GO:0003365]; gastrulation with mouth forming second [GO:0001702]; hippo signaling [GO:0035329]; in utero embryonic development [GO:0001701]; negative regulation of angiogenesis [GO:0016525]; negative regulation of GTPase activity [GO:0034260]; negative regulation of vascular permeability [GO:0043116]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of embryonic development [GO:0040019]; regulation of cell migration [GO:0030334]; regulation of small GTPase mediated signal transduction [GO:0051056]; vasculogenesis [GO:0001570]	angiostatin binding [GO:0043532]; signaling receptor activity [GO:0038023]	GO:0001525; GO:0001570; GO:0001701; GO:0001702; GO:0001725; GO:0001726; GO:0003365; GO:0005654; GO:0005737; GO:0005884; GO:0005886; GO:0005923; GO:0006935; GO:0008180; GO:0009897; GO:0009986; GO:0016021; GO:0016525; GO:0030027; GO:0030036; GO:0030054; GO:0030139; GO:0030334; GO:0031410; GO:0034260; GO:0034613; GO:0035329; GO:0038023; GO:0040019; GO:0042074; GO:0043116; GO:0043532; GO:0043534; GO:0043536; GO:0048514; GO:0051056
TRINITY_DN2965_c1_g1_i12	153	82	11	1	2	sp	O97725	NDUAC_BOVIN	44.4	133	66	3	106	483	9	140	1.4e-26	121.7	NDUAC_BOVIN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	NDUFA12	Bos taurus (Bovine)	145	response to oxidative stress [GO:0006979]	mitochondrial respiratory chain complex I [GO:0005747]	mitochondrial respiratory chain complex I [GO:0005747]; electron transfer activity [GO:0009055]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; response to oxidative stress [GO:0006979]	electron transfer activity [GO:0009055]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005747; GO:0006979; GO:0008137; GO:0009055
TRINITY_DN3766_c0_g1_i18	2183	443	607	93	2	sp	Q9XYC2	RL15_FAXLI	95.2	146	7	0	339	776	59	204	9e-76	285	RL15_FAXLI	reviewed	60S ribosomal protein L15	RPL15	Faxonius limosus (Spinycheek crayfish) (Orconectes limosus)	204	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN9515_c0_g1_i24	304	35	17	1	2	sp	P30163	ACT2_ONCVO	93.1	376	26	0	44	1171	1	376	5.2e-208	724.9	ACT2_ONCVO	reviewed	Actin-2	act-2b	Onchocerca volvulus	376		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856
TRINITY_DN3136_c0_g2_i2	1317	2183	5409	4521	1	sp	P86733	KCP_HALAI	38.2	136	57	2	1766	2173	13	121	2e-21	106.3	KCP_HALAI	reviewed	BPTI/Kunitz domain-containing protein (Fragment)		Haliotis asinina (Donkey's ear abalone) (Ass's ear abalone)	126		extracellular region [GO:0005576]	extracellular region [GO:0005576]; serine-type endopeptidase inhibitor activity [GO:0004867]	serine-type endopeptidase inhibitor activity [GO:0004867]	GO:0004867; GO:0005576
TRINITY_DN48763_c1_g1_i1	5975	8320	4244	3103	4	sp	B0FWD1	COX3_AEDAE	70	257	77	0	1786	2556	2	258	1e-99	366.3	COX3_AEDAE	reviewed	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	mt:CoIII COX3	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	262	aerobic electron transport chain [GO:0019646]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646]	cytochrome-c oxidase activity [GO:0004129]	GO:0004129; GO:0005743; GO:0016021; GO:0019646
TRINITY_DN6643_c1_g1_i4	0	0	155	32	1	sp	Q863I2	OXSR1_PIG	45	702	202	4	264	2336	1	529	2.7e-151	539.3	OXSR1_PIG	reviewed	Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein)	OXSR1 OSR1	Sus scrofa (Pig)	529	activation of protein kinase activity [GO:0032147]; chemokine (C-X-C motif) ligand 12 signaling pathway [GO:0038146]; intracellular signal transduction [GO:0035556]; osmosensory signaling pathway [GO:0007231]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of T cell chemotaxis [GO:0010820]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; signal transduction by trans-phosphorylation [GO:0023016]; stress-activated protein kinase signaling cascade [GO:0031098]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; activation of protein kinase activity [GO:0032147]; chemokine (C-X-C motif) ligand 12 signaling pathway [GO:0038146]; intracellular signal transduction [GO:0035556]; osmosensory signaling pathway [GO:0007231]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of T cell chemotaxis [GO:0010820]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; signal transduction by trans-phosphorylation [GO:0023016]; stress-activated protein kinase signaling cascade [GO:0031098]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]	GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0006468; GO:0007231; GO:0007346; GO:0010820; GO:0018107; GO:0019901; GO:0023014; GO:0023016; GO:0031098; GO:0032147; GO:0035556; GO:0038146; GO:0042802; GO:0046777
TRINITY_DN1255_c0_g1_i3	109	25	531	451	1	sp	Q6GVM6	DDX3Y_PANTR	71	483	108	4	652	2088	124	578	8.8e-192	672.9	DDX3Y_PANTR	reviewed	ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)	DDX3Y	Pan troglodytes (Chimpanzee)	660	cell differentiation [GO:0030154]; gamete generation [GO:0007276]	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P granule [GO:0043186]	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P granule [GO:0043186]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; cell differentiation [GO:0030154]; gamete generation [GO:0007276]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003677; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0007276; GO:0030154; GO:0043186
