Trinity_ID	178	359	463	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN4589_c0_g2_i1	30	4	0	3	sp	Q9H9B1	EHMT1_HUMAN	30	210	108	6	617	1237	776	949	7.4e-11	70.5	EHMT1_HUMAN	reviewed	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	Homo sapiens (Human)	1298	chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; histone methylation [GO:0016571]; negative regulation of G0 to G1 transition [GO:0070317]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of embryonic development [GO:0045995]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]	chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	chromosome [GO:0005694]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; C2H2 zinc finger domain binding [GO:0070742]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; histone-lysine N-methyltransferase activity [GO:0018024]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; DNA methylation [GO:0006306]; histone methylation [GO:0016571]; negative regulation of G0 to G1 transition [GO:0070317]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of embryonic development [GO:0045995]; regulation of signal transduction by p53 class mediator [GO:1901796]; response to fungicide [GO:0060992]	C2H2 zinc finger domain binding [GO:0070742]; histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity (H3-K27 specific) [GO:0046976]; histone methyltransferase activity (H3-K9 specific) [GO:0046974]; methyltransferase activity [GO:0008168]; p53 binding [GO:0002039]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]	GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005694; GO:0006306; GO:0006325; GO:0008168; GO:0008270; GO:0016279; GO:0016571; GO:0016604; GO:0018024; GO:0018026; GO:0018027; GO:0045892; GO:0045995; GO:0046974; GO:0046976; GO:0060992; GO:0070317; GO:0070742; GO:0120162; GO:1901796
TRINITY_DN2934_c0_g1_i12	103	129	39	1	sp	Q9ET30	TM9S3_MOUSE	75.7	564	137	0	142	1833	24	587	2.7e-239	829.7	TM9S3_MOUSE	reviewed	Transmembrane 9 superfamily member 3	Tm9sf3 Smbp	Mus musculus (Mouse)	587	protein localization to membrane [GO:0072657]	integral component of membrane [GO:0016021]; membrane [GO:0016020]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; protein localization to membrane [GO:0072657]		GO:0016020; GO:0016021; GO:0072657
TRINITY_DN325_c1_g1_i15	170	294	0	1	sp	Q94572	TBA3_HOMAM	94.7	451	22	1	464	1810	1	451	5.3e-257	888.3	TBA3_HOMAM	reviewed	Tubulin alpha-3 chain (Alpha-III tubulin)		Homarus americanus (American lobster)	451	microtubule-based process [GO:0007017]	cytoplasm [GO:0005737]; microtubule [GO:0005874]	cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017
TRINITY_DN8884_c0_g1_i1	12	0	1	3	sp	F4IMH3	NOC4_ARATH	25.1	514	292	19	294	1604	57	554	7.2e-21	104	NOC4_ARATH	reviewed	Protein NUCLEOLAR COMPLEX ASSOCIATED 4 (AtNoc4) (Protein EMBRYO DEFECTIVE 2762)	NOC4 EMB2762 At2g17250 T23A1.11	Arabidopsis thaliana (Mouse-ear cress)	577	embryo development ending in seed dormancy [GO:0009793]; rRNA processing [GO:0006364]	integral component of membrane [GO:0016021]; Noc4p-Nop14p complex [GO:0030692]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]	integral component of membrane [GO:0016021]; Noc4p-Nop14p complex [GO:0030692]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; embryo development ending in seed dormancy [GO:0009793]; rRNA processing [GO:0006364]		GO:0005654; GO:0005730; GO:0006364; GO:0009793; GO:0016021; GO:0030692; GO:0031965; GO:0032040
TRINITY_DN13466_c0_g1_i1	4	22	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN299_c0_g3_i2	20	7	0	3	sp	P78615	FAS2_EMEND	40	2130	920	35	6410	12553	3	1856	0	1325.5	FAS2_EMEND	reviewed	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	fasA	Emericella nidulans (Aspergillus nidulans)	1858	long-chain fatty acid biosynthetic process [GO:0042759]		3-oxo-glutaryl-[acp] methyl ester reductase activity [GO:0102131]; 3-oxo-pimeloyl-[acp] methyl ester reductase activity [GO:0102132]; 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty-acyl-CoA synthase activity [GO:0004321]; holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]; long-chain fatty acid biosynthetic process [GO:0042759]	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; 3-oxo-glutaryl-[acp] methyl ester reductase activity [GO:0102131]; 3-oxo-pimeloyl-[acp] methyl ester reductase activity [GO:0102132]; fatty-acyl-CoA synthase activity [GO:0004321]; holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004315; GO:0004316; GO:0004321; GO:0008897; GO:0042759; GO:0102131; GO:0102132
TRINITY_DN3766_c0_g1_i18	0	175	5	2	sp	Q9XYC2	RL15_FAXLI	95.2	146	7	0	339	776	59	204	9e-76	285	RL15_FAXLI	reviewed	60S ribosomal protein L15	RPL15	Faxonius limosus (Spinycheek crayfish) (Orconectes limosus)	204	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412
TRINITY_DN1430_c0_g1_i1	310	281	0	1	sp	Q8K4K3	TRIB2_MOUSE	48.7	273	131	6	327	1127	40	309	1.5e-63	246.9	TRIB2_MOUSE	reviewed	Tribbles homolog 2 (TRB-2)	Trib2	Mus musculus (Mouse)	343	negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of interleukin-10 biosynthetic process [GO:0045081]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; protein phosphorylation [GO:0006468]; regulation of MAP kinase activity [GO:0043405]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; mitogen-activated protein kinase kinase binding [GO:0031434]; protein kinase inhibitor activity [GO:0004860]; transcription factor binding [GO:0008134]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase regulator activity [GO:0055106]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of interleukin-10 biosynthetic process [GO:0045081]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; protein phosphorylation [GO:0006468]; regulation of MAP kinase activity [GO:0043405]	mitogen-activated protein kinase kinase binding [GO:0031434]; protein kinase inhibitor activity [GO:0004860]; transcription factor binding [GO:0008134]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase regulator activity [GO:0055106]	GO:0004860; GO:0005634; GO:0005737; GO:0005856; GO:0006468; GO:0008134; GO:0031434; GO:0031625; GO:0032436; GO:0043405; GO:0043433; GO:0045081; GO:0045599; GO:0051443; GO:0055106
TRINITY_DN9446_c0_g1_i1	11	2	1	3	sp	Q921I9	EXOS4_MOUSE	35.9	217	135	2	37	675	1	217	9.5e-30	132.1	EXOS4_MOUSE	reviewed	Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41)	Exosc4 Rrp41	Mus musculus (Mouse)	245	defense response to virus [GO:0051607]; DNA deamination [GO:0045006]; histone mRNA catabolic process [GO:0071044]; maturation of 5.8S rRNA [GO:0000460]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; positive regulation of cell growth [GO:0030307]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; intermediate filament cytoskeleton [GO:0045111]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]	cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; intermediate filament cytoskeleton [GO:0045111]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; defense response to virus [GO:0051607]; DNA deamination [GO:0045006]; histone mRNA catabolic process [GO:0071044]; maturation of 5.8S rRNA [GO:0000460]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; positive regulation of cell growth [GO:0030307]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	mRNA 3'-UTR AU-rich region binding [GO:0035925]	GO:0000176; GO:0000177; GO:0000178; GO:0000460; GO:0000956; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0016075; GO:0030307; GO:0034427; GO:0034475; GO:0035327; GO:0035925; GO:0045006; GO:0045111; GO:0051607; GO:0071028; GO:0071044; GO:0071051
TRINITY_DN18049_c0_g1_i8	15	6	0	3	sp	Q3UHX9	CI114_MOUSE	48.4	308	135	8	205	1074	71	372	1.7e-68	261.5	CI114_MOUSE	reviewed	Putative methyltransferase C9orf114 homolog (EC 2.1.1.-) (Centromere protein 32) (CENP-32) (Kinetochore-associated protein) (SPOUT domain-containing methyltransferase 1)	Spout1 D2Wsu81e	Mus musculus (Mouse)	385	cell cycle [GO:0007049]; cell division [GO:0051301]; maintenance of centrosome location [GO:0051661]; methylation [GO:0032259]; posttranscriptional regulation of gene expression [GO:0010608]; production of miRNAs involved in gene silencing by miRNA [GO:0035196]	condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; mitotic spindle [GO:0072686]; spindle pole centrosome [GO:0031616]	condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; mitotic spindle [GO:0072686]; spindle pole centrosome [GO:0031616]; methyltransferase activity [GO:0008168]; miRNA binding [GO:0035198]; cell cycle [GO:0007049]; cell division [GO:0051301]; maintenance of centrosome location [GO:0051661]; methylation [GO:0032259]; posttranscriptional regulation of gene expression [GO:0010608]; production of miRNAs involved in gene silencing by miRNA [GO:0035196]	methyltransferase activity [GO:0008168]; miRNA binding [GO:0035198]	GO:0000776; GO:0000777; GO:0005737; GO:0007049; GO:0008168; GO:0010608; GO:0031616; GO:0032259; GO:0035196; GO:0035198; GO:0051301; GO:0051661; GO:0072686
TRINITY_DN2990_c0_g1_i15	17	2	0	3	sp	P56286	IF2A_SCHPO	47.8	276	140	3	65	886	4	277	8.1e-65	249.6	IF2A_SCHPO	reviewed	Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha)	tif211 SPAC3G9.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	306	cytoplasmic translational initiation [GO:0002183]; mitotic G1 DNA damage checkpoint [GO:0031571]	cytosol [GO:0005829]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 2B complex [GO:0005851]; eukaryotic translation initiation factor 2 complex [GO:0005850]; multi-eIF complex [GO:0043614]	cytosol [GO:0005829]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 2 complex [GO:0005850]; eukaryotic translation initiation factor 2B complex [GO:0005851]; multi-eIF complex [GO:0043614]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]; cytoplasmic translational initiation [GO:0002183]; mitotic G1 DNA damage checkpoint [GO:0031571]	ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]	GO:0002183; GO:0003723; GO:0003743; GO:0005829; GO:0005850; GO:0005851; GO:0031571; GO:0033290; GO:0043022; GO:0043614
TRINITY_DN6864_c0_g1_i8	23	9	0	3	sp	P43510	CPR6_CAEEL	39.3	275	149	7	155	952	90	355	9.8e-50	199.5	CPR6_CAEEL	reviewed	Cathepsin B-like cysteine proteinase 6 (EC 3.4.22.-) (Cysteine protease-related 6)	cpr-6 C25B8.3	Caenorhabditis elegans	379	proteolysis involved in cellular protein catabolic process [GO:0051603]	extracellular space [GO:0005615]; lysosome [GO:0005764]	extracellular space [GO:0005615]; lysosome [GO:0005764]; cysteine-type endopeptidase activity [GO:0004197]; proteolysis involved in cellular protein catabolic process [GO:0051603]	cysteine-type endopeptidase activity [GO:0004197]	GO:0004197; GO:0005615; GO:0005764; GO:0051603
TRINITY_DN10685_c0_g2_i1	8	11	0	1	sp	P42791	RL182_ARATH	61.7	193	68	1	54	632	1	187	4.5e-56	219.5	RL182_ARATH	reviewed	60S ribosomal protein L18-2	RPL18B At3g05590 F18C1.14	Arabidopsis thaliana (Mouse-ear cress)	187	translation [GO:0006412]	chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]	chloroplast [GO:0009507]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0005773; GO:0005774; GO:0005829; GO:0005886; GO:0006412; GO:0009507; GO:0015934; GO:0022625
TRINITY_DN679_c6_g1_i2	0	6	0	2	sp	D3YTS9	PPAT_MOUSE	26.7	378	202	13	17	1042	16	354	1.2e-19	99.4	PPAT_MOUSE	reviewed	Testicular acid phosphatase (EC 3.1.3.2) (Acid phosphatase 4)	Acp4 Acpt	Mus musculus (Mouse)	425	negative regulation of ERBB4 signaling pathway [GO:0120154]; negative regulation of neuron projection development [GO:0010977]; negative regulation of protein processing [GO:0010955]; odontogenesis [GO:0042476]; peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity [GO:1990264]; regulation of neuronal synaptic plasticity [GO:0048168]	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; acid phosphatase activity [GO:0003993]; protein tyrosine phosphatase activity [GO:0004725]; receptor tyrosine kinase binding [GO:0030971]; negative regulation of ERBB4 signaling pathway [GO:0120154]; negative regulation of neuron projection development [GO:0010977]; negative regulation of protein processing [GO:0010955]; odontogenesis [GO:0042476]; peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity [GO:1990264]; regulation of neuronal synaptic plasticity [GO:0048168]	acid phosphatase activity [GO:0003993]; protein tyrosine phosphatase activity [GO:0004725]; receptor tyrosine kinase binding [GO:0030971]	GO:0003993; GO:0004725; GO:0010955; GO:0010977; GO:0016021; GO:0030971; GO:0042476; GO:0045211; GO:0048168; GO:0120154; GO:1990264
TRINITY_DN14733_c0_g1_i3	2	0	1	3	sp	Q9LHQ7	MCES1_ARATH	29.1	330	196	11	2387	3337	43	347	1.6e-22	110.2	MCES1_ARATH	reviewed	mRNA cap guanine-N7 methyltransferase 1 (EC 2.1.1.56) (mRNA (guanine-N(7)-)-methyltransferase 1) (mRNA cap methyltransferase 1)	At3g20650 F3H11.3	Arabidopsis thaliana (Mouse-ear cress)	370	7-methylguanosine mRNA capping [GO:0006370]	host cell nucleus [GO:0042025]; mRNA cap binding complex [GO:0005845]; nucleus [GO:0005634]	host cell nucleus [GO:0042025]; mRNA cap binding complex [GO:0005845]; nucleus [GO:0005634]; mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; RNA binding [GO:0003723]; 7-methylguanosine mRNA capping [GO:0006370]	mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; RNA binding [GO:0003723]	GO:0003723; GO:0004482; GO:0005634; GO:0005845; GO:0006370; GO:0042025
TRINITY_DN16439_c0_g1_i2	12	2	0	3	sp	P87303	TFB2_SCHPO	34.2	111	68	2	1065	1385	287	396	5e-09	64.3	TFB2_SCHPO	reviewed	General transcription and DNA repair factor IIH subunit tfb2 (TFIIH subunit tfb2) (RNA polymerase II transcription factor B subunit 2)	tfb2 SPBC13G1.13 SPBC31F10.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	447	nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA duplex unwinding [GO:0000717]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; transcription initiation from RNA polymerase II promoter [GO:0006367]	cytoplasm [GO:0005737]; nucleotide-excision repair factor 3 complex [GO:0000112]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]	cytoplasm [GO:0005737]; nucleotide-excision repair factor 3 complex [GO:0000112]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]; ATPase activator activity [GO:0001671]; double-stranded DNA binding [GO:0003690]; RNA polymerase II general transcription initiation factor activity [GO:0016251]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA duplex unwinding [GO:0000717]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; transcription initiation from RNA polymerase II promoter [GO:0006367]	ATPase activator activity [GO:0001671]; double-stranded DNA binding [GO:0003690]; RNA polymerase II general transcription initiation factor activity [GO:0016251]	GO:0000112; GO:0000439; GO:0000717; GO:0001671; GO:0003690; GO:0005675; GO:0005737; GO:0006289; GO:0006367; GO:0016251; GO:0070816
