yourlist:M20200825A94466D2655679D1FD8953E075198DA8554439Y	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8VYM4	Q8VYM4	PSRP2_ARATH	reviewed	30S ribosomal protein 2, chloroplastic (Chloroplastic small ribosomal subunit protein cS22) (Plastid-specific 30S ribosomal protein 2, chloroplastic) (PSRP-2)	PSRP2 At3g52150 F4F15.260	Arabidopsis thaliana (Mouse-ear cress)	253
P31584	P31584	YPTV1_VOLCA	reviewed	GTP-binding protein yptV1	YPTV1	Volvox carteri (Green alga)	203
Q1LU99	Q1LU99	RIPR2_DANRE	reviewed	Rho family-interacting cell polarization regulator 2	ripor2 fam65b si:ch211-81e5.1 si:dkey-218n20.1	Danio rerio (Zebrafish) (Brachydanio rerio)	1083
A1ZAY1	A1ZAY1	DLISH_DROME	reviewed	SH3 domain-containing protein Dlish (Dachs ligand with SH3 domains)	Dlish CG10933	Drosophila melanogaster (Fruit fly)	355
Q1PFN9	Q1PFN9	PUM9_ARATH	reviewed	Pumilio homolog 9 (APUM-9) (AtPUM9)	APUM9 At1g35730 F14D7.3	Arabidopsis thaliana (Mouse-ear cress)	564
Q32PP1	Q32PP1	MRNIP_DANRE	reviewed	MRN complex-interacting protein (MRN-interacting protein)	mrnip zgc:123335	Danio rerio (Zebrafish) (Brachydanio rerio)	395
Q68G58	Q68G58	APEX2_MOUSE	reviewed	DNA-(apurinic or apyrimidinic site) endonuclease 2 (EC 3.1.-.-) (APEX nuclease 2) (Apurinic-apyrimidinic endonuclease 2) (AP endonuclease 2)	Apex2 Ape2	Mus musculus (Mouse)	516
Q21920	Q21920	ANKHM_CAEEL	reviewed	Ankyrin repeat and KH domain-containing protein mask-1 (Multiple ankyrin repeats single KH domain homolog)	mask-1 R11A8.7	Caenorhabditis elegans	2620
Q9GZV1	Q9GZV1	ANKR2_HUMAN	reviewed	Ankyrin repeat domain-containing protein 2 (Skeletal muscle ankyrin repeat protein) (hArpp)	ANKRD2 ARPP	Homo sapiens (Human)	360
Q96NW4	Q96NW4	ANR27_HUMAN	reviewed	Ankyrin repeat domain-containing protein 27 (VPS9 domain-containing protein)	ANKRD27 PP12899	Homo sapiens (Human)	1050
Q9HCJ6	Q9HCJ6	VAT1L_HUMAN	reviewed	Synaptic vesicle membrane protein VAT-1 homolog-like (EC 1.-.-.-)	VAT1L KIAA1576	Homo sapiens (Human)	419
Q20230	Q20230	KCY2_CAEEL	reviewed	UMP-CMP kinase 2 (EC 2.7.4.14) (Deoxycytidylate kinase 2) (CK 2) (dCMP kinase 2) (Uridine monophosphate/cytidine monophosphate kinase 2) (UMP/CMP kinase 2) (UMP/CMPK 2)	F40F8.1	Caenorhabditis elegans	191
Q7SXR3	Q7SXR3	MAEA_DANRE	reviewed	E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Macrophage erythroblast attacher)	maea zgc:63708	Danio rerio (Zebrafish) (Brachydanio rerio)	396
Q99NB2	Q99NB2	B3GN5_RAT	reviewed	Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase (EC 2.4.1.206) (Lactotriaosylceramide synthase) (Lc(3)Cer synthase) (Lc3 synthase) (UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5) (BGnT-5) (Beta-1,3-Gn-T5) (Beta-1,3-N-acetylglucosaminyltransferase 5) (Beta3Gn-T5)	B3gnt5	Rattus norvegicus (Rat)	377
A5LGM7	A5LGM7	TRET1_POLVA	reviewed	Facilitated trehalose transporter Tret1 (PvTret1)	Tret1	Polypedilum vanderplanki (Sleeping chironomid midge)	504
Q8BQM9	Q8BQM9	MD12L_MOUSE	reviewed	Mediator of RNA polymerase II transcription subunit 12-like protein (Mediator complex subunit 12-like protein)	Med12l Kiaa3007	Mus musculus (Mouse)	2157
A2AQW0	A2AQW0	M3K15_MOUSE	reviewed	Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15)	Map3k15	Mus musculus (Mouse)	1331
Q9Y2H0	Q9Y2H0	DLGP4_HUMAN	reviewed	Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4)	DLGAP4 DAP4 KIAA0964 SAPAP4	Homo sapiens (Human)	992
O27390	O27390	DCDA_METTH	reviewed	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA MTH_1335	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	428
Q9H0A0	Q9H0A0	NAT10_HUMAN	reviewed	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP)	NAT10 ALP KIAA1709	Homo sapiens (Human)	1025
Q8N8A2	Q8N8A2	ANR44_HUMAN	reviewed	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (PP6-ARS-B) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-B) (Ankyrin repeat domain-containing protein 44)	ANKRD44	Homo sapiens (Human)	993
Q962R9	Q962R9	RS10_SPOFR	reviewed	40S ribosomal protein S10	RpS10	Spodoptera frugiperda (Fall armyworm)	158
Q5E9T4	Q5E9T4	TPK1_BOVIN	reviewed	Thiamin pyrophosphokinase 1 (EC 2.7.6.2) (Thiamine pyrophosphokinase 1)	TPK1	Bos taurus (Bovine)	243
Q6WV16	Q6WV16	GALT6_DROME	reviewed	N-acetylgalactosaminyltransferase 6 (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6) (pp-GaNTase 6)	Pgant6 CG2103	Drosophila melanogaster (Fruit fly)	666
Q22747	Q22747	TM201_CAEEL	reviewed	Transmembrane protein 201 homolog (Spindle-associated membrane protein homolog)	samp-1 T24F1.2	Caenorhabditis elegans	588
P35249	P35249	RFC4_HUMAN	reviewed	Replication factor C subunit 4 (Activator 1 37 kDa subunit) (A1 37 kDa subunit) (Activator 1 subunit 4) (Replication factor C 37 kDa subunit) (RF-C 37 kDa subunit) (RFC37)	RFC4	Homo sapiens (Human)	363
Q99J62	Q99J62	RFC4_MOUSE	reviewed	Replication factor C subunit 4 (Activator 1 subunit 4)	Rfc4	Mus musculus (Mouse)	364
Q8R5L3	Q8R5L3	VPS39_MOUSE	reviewed	Vam6/Vps39-like protein	Vps39 Pldn Vam6	Mus musculus (Mouse)	886
Q149C2	Q149C2	MIPT3_MOUSE	reviewed	TRAF3-interacting protein 1 (Intraflagellar transport protein 54 homolog) (Microtubule-interacting protein associated with TRAF3) (MIP-T3)	Traf3ip1 Ift54 Mipt3	Mus musculus (Mouse)	625
Q6PGZ3	Q6PGZ3	MIPT3_DANRE	reviewed	TRAF3-interacting protein 1	traf3ip1 zgc:63522	Danio rerio (Zebrafish) (Brachydanio rerio)	629
Q9SI54	Q9SI54	LSM7_ARATH	reviewed	Sm-like protein LSM7 (AtLSM7) (Protein EMBRYO DEFECTIVE 2816) (U6 snRNA-associated Sm-like protein LSM7)	LSM7 EMB2816 At2g03870	Arabidopsis thaliana (Mouse-ear cress)	99
Q9UK45	Q9UK45	LSM7_HUMAN	reviewed	U6 snRNA-associated Sm-like protein LSm7	LSM7	Homo sapiens (Human)	103
Q9CQQ8	Q9CQQ8	LSM7_MOUSE	reviewed	U6 snRNA-associated Sm-like protein LSm7	Lsm7	Mus musculus (Mouse)	103
Q54LN2	Q54LN2	VP13D_DICDI	reviewed	Putative vacuolar protein sorting-associated protein 13D	vps13D DDB_G0286545	Dictyostelium discoideum (Slime mold)	4592
P62938	P62938	PPIA_CHLAE	reviewed	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]	PPIA CYPA	Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)	165
Q54UC0	Q54UC0	PRKDC_DICDI	reviewed	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1)	dnapkcs DDB_G0281167	Dictyostelium discoideum (Slime mold)	4299
P46822	P46822	KLC_CAEEL	reviewed	Kinesin light chain (KLC)	klc-2 C18C4.10	Caenorhabditis elegans	540
Q3KRA9	Q3KRA9	ALKB6_HUMAN	reviewed	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 6)	ALKBH6 ABH6	Homo sapiens (Human)	238
Q9QUG2	Q9QUG2	POLK_MOUSE	reviewed	DNA polymerase kappa (EC 2.7.7.7) (DINB protein) (DINP)	Polk Dinb1	Mus musculus (Mouse)	852
Q6JDV7	Q6JDV7	POLK_ARATH	reviewed	DNA polymerase kappa (AtPOLK) (EC 2.7.7.7)	POLK At1g49980 F2J10.13	Arabidopsis thaliana (Mouse-ear cress)	671
Q8N5S9	Q8N5S9	KKCC1_HUMAN	reviewed	Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha)	CAMKK1 CAMKKA	Homo sapiens (Human)	505
Q96RR4	Q96RR4	KKCC2_HUMAN	reviewed	Calcium/calmodulin-dependent protein kinase kinase 2 (CaM-KK 2) (CaM-kinase kinase 2) (CaMKK 2) (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase kinase beta) (CaM-KK beta) (CaM-kinase kinase beta) (CaMKK beta)	CAMKK2 CAMKKB KIAA0787	Homo sapiens (Human)	588
O04469	O04469	ECI1_ARATH	reviewed	Enoyl-CoA delta isomerase 1, peroxisomal (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl CoA isomerase 1) (AtECI1)	ECI1 At1g65520 F5I14.5	Arabidopsis thaliana (Mouse-ear cress)	240
O59837	O59837	TBB_PHYCI	reviewed	Tubulin beta chain (Beta-tubulin)		Phytophthora cinnamomi (Cinnamon fungus)	444
P20802	P20802	TBB_ACHKL	reviewed	Tubulin beta chain (Beta-tubulin)		Achlya klebsiana	444
O15945	O15945	ARNT_DROME	reviewed	Aryl hydrocarbon receptor nuclear translocator homolog (dARNT) (Hypoxia-inducible factor 1-beta) (Protein tango)	tgo ARNT HIF-1-beta CG11987	Drosophila melanogaster (Fruit fly)	642
P57078	P57078	RIPK4_HUMAN	reviewed	Receptor-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (Ankyrin repeat domain-containing protein 3) (PKC-delta-interacting protein kinase)	RIPK4 ANKRD3 DIK	Homo sapiens (Human)	832
Q01105	Q01105	SET_HUMAN	reviewed	Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)	SET	Homo sapiens (Human)	290
P07607	P07607	TYSY_MOUSE	reviewed	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	Tyms	Mus musculus (Mouse)	307
P50747	P50747	BPL1_HUMAN	reviewed	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	HLCS	Homo sapiens (Human)	726
Q9P3T7	Q9P3T7	ODC_SCHPO	reviewed	Probable mitochondrial 2-oxodicarboxylate carrier	SPAC328.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	298
Q6FP74	Q6FP74	CBK1_CANGA	reviewed	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1)	CBK1 CAGL0J06072g	Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) (Yeast) (Torulopsis glabrata)	773
P51658	P51658	DHB2_MOUSE	reviewed	Estradiol 17-beta-dehydrogenase 2 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 2) (17-beta-HSD 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239)	Hsd17b2 Edh17b2	Mus musculus (Mouse)	381
Q9VLP9	Q9VLP9	PORED_DROME	reviewed	Polyprenol reductase (EC 1.3.1.94)	CG7840	Drosophila melanogaster (Fruit fly)	326
Q96SQ5	Q96SQ5	ZN587_HUMAN	reviewed	Zinc finger protein 587	ZNF587	Homo sapiens (Human)	575
P81182	P81182	BGBP_PENVA	reviewed	Beta-1,3-glucan-binding protein (BGBP) (Beta-1,3-glucan recognition protein) (BetaGRP) (BetaGBP-HDL) (High density lipoprotein)		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	1454
Q6ZUT9	Q6ZUT9	DEN5B_HUMAN	reviewed	DENN domain-containing protein 5B (Rab6IP1-like protein)	DENND5B	Homo sapiens (Human)	1274
Q5M8F7	Q5M8F7	NEPR1_XENTR	reviewed	Nuclear envelope phosphatase-regulatory subunit 1 (Transmembrane protein 188)	cnep1r1 tmem188 TEgg132c10.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	125
A2RUW7	A2RUW7	PCX4_DANRE	reviewed	Pecanex-like protein 4 (Pecanex homolog protein 4)	pcnx4 pcnxl4 zgc:158219	Danio rerio (Zebrafish) (Brachydanio rerio)	1225
Q8CG73	Q8CG73	FTM_MOUSE	reviewed	Protein fantom (Nephrocystin-8) (RPGR-interacting protein 1-like protein) (RPGRIP1-like protein)	Rpgrip1l Ftm Nphp8	Mus musculus (Mouse)	1264
Q9EPQ2	Q9EPQ2	RPGR1_MOUSE	reviewed	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 (RPGR-interacting protein 1)	Rpgrip1	Mus musculus (Mouse)	1331
Q9BWH6	Q9BWH6	RPAP1_HUMAN	reviewed	RNA polymerase II-associated protein 1	RPAP1 KIAA1403	Homo sapiens (Human)	1393
Q8NE71	Q8NE71	ABCF1_HUMAN	reviewed	ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50) (TNF-alpha-stimulated ABC protein)	ABCF1 ABC50	Homo sapiens (Human)	845
P37545	P37545	YABD_BACSU	reviewed	Uncharacterized metal-dependent hydrolase YabD (EC 3.1.-.-)	yabD BSU00390	Bacillus subtilis (strain 168)	255
Q148G7	Q148G7	DCTN6_BOVIN	reviewed	Dynactin subunit 6	DCTN6	Bos taurus (Bovine)	190
Q8HXQ5	Q8HXQ5	MRP1_BOVIN	reviewed	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)	ABCC1 MRP1	Bos taurus (Bovine)	1530
P33527	P33527	MRP1_HUMAN	reviewed	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)	ABCC1 MRP MRP1	Homo sapiens (Human)	1531
Q6NLL1	Q6NLL1	Y1411_DROME	reviewed	WD repeat-containing protein CG11141	CG11141	Drosophila melanogaster (Fruit fly)	710
Q32L83	Q32L83	BRI3_BOVIN	reviewed	Brain protein I3	BRI3	Bos taurus (Bovine)	124
Q3U0L2	Q3U0L2	AN33B_MOUSE	reviewed	Ankyrin repeat domain-containing protein 33B	Ankrd33b	Mus musculus (Mouse)	486
Q182I1	Q182I1	SELD_CLOD6	reviewed	Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)	selD CD630_24960	Clostridioides difficile (strain 630) (Peptoclostridium difficile)	348
Q8MJ08	Q8MJ08	PE2R4_BOVIN	reviewed	Prostaglandin E2 receptor EP4 subtype (PGE receptor EP4 subtype) (PGE2 receptor EP4 subtype) (Prostanoid EP4 receptor)	PTGER4	Bos taurus (Bovine)	492
Q06S87	Q06S87	HIUH_DANRE	reviewed	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17) (Transthyretin-related protein)	urah	Danio rerio (Zebrafish) (Brachydanio rerio)	138
B6TNK6	B6TNK6	MOC31_MAIZE	reviewed	Adenylyltransferase and sulfurtransferase MOCS3-1 (Molybdenum cofactor synthesis protein 3-1) [Includes: Molybdopterin-synthase adenylyltransferase 1 (EC 2.7.7.80) (Adenylyltransferase MOCS3-1) (Sulfur carrier protein MOCS2A adenylyltransferase 1); Molybdopterin-synthase sulfurtransferase 1 (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase 1) (Sulfurtransferase MOCS3-1)]	MOCS3-1 CNX5 UBA4-1	Zea mays (Maize)	468
Q6AX60	Q6AX60	PTHB1_XENLA	reviewed	Protein PTHB1 (Bardet-Biedl syndrome 9 protein homolog) (Parathyroid hormone-responsive B1 gene protein homolog)	bbs9 pthb1	Xenopus laevis (African clawed frog)	849
Q61JR3	Q61JR3	GLC7A_CAEBR	reviewed	Serine/threonine-protein phosphatase PP1-alpha (EC 3.1.3.16) (Glc seven-like phosphatase 1)	gsp-1 CBG09676	Caenorhabditis briggsae	329
Q96PE2	Q96PE2	ARHGH_HUMAN	reviewed	Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)	ARHGEF17 KIAA0337 TEM4	Homo sapiens (Human)	2063
Q2F5J3	Q2F5J3	PYM_BOMMO	reviewed	Partner of Y14 and mago (Protein wibg homolog)	Pym wibg	Bombyx mori (Silk moth)	193
P29747	P29747	CREBA_DROME	reviewed	Cyclic AMP response element-binding protein A (cAMP response element-binding protein A) (dCREB-A) (Box B-binding factor 2) (BBF-2)	CrebA Bbbf2 CG7450	Drosophila melanogaster (Fruit fly)	516
Q29397	Q29397	SV2A_BOVIN	reviewed	Synaptic vesicle glycoprotein 2A (p87)	SV2A	Bos taurus (Bovine)	742
A8WQ43	A8WQ43	RL111_CAEBR	reviewed	60S ribosomal protein L11-1	rpl-11.1 CBG01314	Caenorhabditis briggsae	196
A5HII1	A5HII1	ACTN_ACTDE	reviewed	Actinidain (Actinidin) (EC 3.4.22.14) (Allergen Act d 1) (allergen Act d 1)		Actinidia deliciosa (Kiwi)	380
P25249	P25249	CYSP1_HORVU	reviewed	Cysteine proteinase EP-B 1 (EC 3.4.22.-)	EPB1	Hordeum vulgare (Barley)	371
Q9SUS9	Q9SUS9	RDL5_ARATH	reviewed	Probable cysteine protease RDL5 (EC 3.4.22.-) (Cysteine protease 2) (AtCP2) (Probable cysteine proteinase At4g11320) (RD21A-like protease 5)	RDL5 CP2 At4g11320 F8L21.110	Arabidopsis thaliana (Mouse-ear cress)	371
Q9VEG6	Q9VEG6	PERC_DROME	reviewed	Chorion peroxidase (EC 1.11.1.7) (Peroxinectin-related protein) (Dpxt)	Pxt CG7660	Drosophila melanogaster (Fruit fly)	809
Q852F6	Q852F6	ZIP2_ORYSJ	reviewed	Zinc transporter 2 (ZRT/IRT-like protein 2) (OsZIP2)	ZIP2 Os03g0411800 LOC_Os03g29850	Oryza sativa subsp. japonica (Rice)	358
Q8CIB6	Q8CIB6	TM230_MOUSE	reviewed	Transmembrane protein 230	Tmem230	Mus musculus (Mouse)	120
Q5BJP5	Q5BJP5	TM230_RAT	reviewed	Transmembrane protein 230	Tmem230	Rattus norvegicus (Rat)	120
Q5E9V6	Q5E9V6	COMD4_BOVIN	reviewed	COMM domain-containing protein 4	COMMD4	Bos taurus (Bovine)	199
Q96GQ7	Q96GQ7	DDX27_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27)	DDX27 cPERP-F RHLP HSPC259 PP3241	Homo sapiens (Human)	796
Q02874	Q02874	H2AY_RAT	reviewed	Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)	Macroh2a1 H2afy	Rattus norvegicus (Rat)	371
Q6MG06	Q6MG06	GNL1_RAT	reviewed	Guanine nucleotide-binding protein-like 1	Gnl1	Rattus norvegicus (Rat)	607
Q04636	Q04636	POB3_YEAST	reviewed	FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3)	POB3 YML069W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	552
P21902	P21902	PCE_TACTR	reviewed	Proclotting enzyme (EC 3.4.21.86) [Cleaved into: Proclotting enzyme light chain; Proclotting enzyme heavy chain]		Tachypleus tridentatus (Japanese horseshoe crab)	375
D3ZVU1	D3ZVU1	SPRTN_RAT	reviewed	SprT-like domain-containing protein Spartan (Protein with SprT-like domain at the N terminus) (Spartan)	Sprtn	Rattus norvegicus (Rat)	496
F6UH96	F6UH96	SPRTN_XENTR	reviewed	SprT-like domain-containing protein Spartan (Protein with SprT-like domain at the N terminus) (Spartan)	sprtn	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	436
Q9NRW7	Q9NRW7	VPS45_HUMAN	reviewed	Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45)	VPS45 VPS45A VPS45B	Homo sapiens (Human)	570
P51958	P51958	CDK1_CARAU	reviewed	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	cdk1 cdc2	Carassius auratus (Goldfish)	302
Q4WAS9	Q4WAS9	SWR1_ASPFU	reviewed	Helicase swr1 (EC 3.6.4.12)	swr1 AFUA_7G02370	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1695
Q4ZJI4	Q4ZJI4	SL9B1_HUMAN	reviewed	Sodium/hydrogen exchanger 9B1 (Na(+)/H(+) exchanger-like domain-containing protein 1) (NHE domain-containing protein 1) (Sodium/hydrogen exchanger-like domain-containing protein 1) (Solute carrier family 9, subfamily B member 1)	SLC9B1 NHA1 NHEDC1	Homo sapiens (Human)	515
Q96IZ6	Q96IZ6	MET2A_HUMAN	reviewed	tRNA N(3)-methylcytidine methyltransferase METTL2A (EC 2.1.1.-) (Methyltransferase-like protein 2A)	METTL2A METTL2 HSPC266	Homo sapiens (Human)	378
O74386	O74386	YNVB_SCHPO	reviewed	Uncharacterized methyltransferase C3H7.11 (EC 2.1.1.-)	SPBC3H7.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	248
Q8RWH3	Q8RWH3	YAK1_ARATH	reviewed	Dual specificity protein kinase YAK1 homolog (AtYAK1) (EC 2.7.12.1) (Dual specificity tyrosine-phosphorylation-regulated kinase YAK1)	YAK1 At5g35980 MEE13.9	Arabidopsis thaliana (Mouse-ear cress)	956
P18754	P18754	RCC1_HUMAN	reviewed	Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1)	RCC1 CHC1	Homo sapiens (Human)	421
Q63054	Q63054	ICA69_RAT	reviewed	Islet cell autoantigen 1 (69 kDa islet cell autoantigen) (ICA69) (Islet cell autoantigen p69) (ICAp69) (p69)	Ica1	Rattus norvegicus (Rat)	480
Q6P6Y1	Q6P6Y1	RELCH_DANRE	reviewed	RAB11-binding protein RELCH homolog (LisH domain and HEAT repeat-containing protein KIAA1468) (RAB11-binding and LisH domain, coiled-coil and HEAT repeat-containing protein RELCH)	relch zgc:66014	Danio rerio (Zebrafish) (Brachydanio rerio)	1189
Q96EF0	Q96EF0	MTMR8_HUMAN	reviewed	Myotubularin-related protein 8 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR8	Homo sapiens (Human)	704
Q5F452	Q5F452	MTMR8_CHICK	reviewed	Myotubularin-related protein 8 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR8 RCJMB04_3d12	Gallus gallus (Chicken)	629
Q9W0S7	Q9W0S7	SND1_DROME	reviewed	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (Tudor staphylococcal nuclease)	Tudor-SN p100 SND1 TSN CG7008	Drosophila melanogaster (Fruit fly)	926
Q9VQ91	Q9VQ91	TDRKH_DROME	reviewed	Tudor and KH domain-containing protein homolog (Partner of PIWIs protein)	papi Tdrd2 CG7082	Drosophila melanogaster (Fruit fly)	576
Q6UXH1	Q6UXH1	CREL2_HUMAN	reviewed	Protein disulfide isomerase CRELD2 (EC 5.3.4.1) (Cysteine-rich with EGF-like domain protein 2)	CRELD2 UNQ185/PRO211	Homo sapiens (Human)	353
Q6INH1	Q6INH1	RN157_XENLA	reviewed	E3 ubiquitin ligase Rnf157 (EC 2.3.2.27) (RING finger protein 157) (RING-type E3 ubiquitin transferase Rnf157)	rnf157	Xenopus laevis (African clawed frog)	674
P10383	P10383	OTU_DROME	reviewed	Protein ovarian tumor locus	otu CG12743	Drosophila melanogaster (Fruit fly)	853
Q642H7	Q642H7	RIC8A_DANRE	reviewed	Synembryn-A (Protein Ric-8A)	ric8a zgc:92294	Danio rerio (Zebrafish) (Brachydanio rerio)	548
O35806	O35806	LTBP2_RAT	reviewed	Latent-transforming growth factor beta-binding protein 2 (LTBP-2)	Ltbp2	Rattus norvegicus (Rat)	1764
Q8HYL8	Q8HYL8	ACOX1_PHACI	reviewed	Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase)	ACOX1	Phascolarctos cinereus (Koala)	661
Q0VD31	Q0VD31	FBXL4_BOVIN	reviewed	F-box/LRR-repeat protein 4 (F-box and leucine-rich repeat protein 4)	FBXL4	Bos taurus (Bovine)	621
P56389	P56389	CDD_MOUSE	reviewed	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	Cda Cdd	Mus musculus (Mouse)	146
Q54NZ1	Q54NZ1	MEMO1_DICDI	reviewed	Protein MEMO1 homolog	memo1 DDB_G0284869	Dictyostelium discoideum (Slime mold)	290
Q9VH78	Q9VH78	ALG12_DROME	reviewed	Probable Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12 homolog) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Mannosyltransferase ALG12 homolog)	CG8412	Drosophila melanogaster (Fruit fly)	678
Q8BZ36	Q8BZ36	RINT1_MOUSE	reviewed	RAD50-interacting protein 1 (RAD50 interactor 1) (RINT-1)	Rint1	Mus musculus (Mouse)	792
Q6NUQ1	Q6NUQ1	RINT1_HUMAN	reviewed	RAD50-interacting protein 1 (RAD50 interactor 1) (HsRINT-1) (RINT-1)	RINT1	Homo sapiens (Human)	792
Q9BY84	Q9BY84	DUS16_HUMAN	reviewed	Dual specificity protein phosphatase 16 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 7) (MAP kinase phosphatase 7) (MKP-7)	DUSP16 KIAA1700 MKP7	Homo sapiens (Human)	665
